show_id|IMDB_id|type|title|release_year|rating|popularity|genres|PG|duration|seasons|director|date_added|country|cast|description
81047903|tt7127652|Movie|Verses of Love 2|2017|5.6|550|Dramas, Faith & Spirituality, International Movies|TV-14|127||Guntur Soeharjanto|October 18, 2019|Indonesia|Fedi Nuril, Tatjana Saphira, Dewi Sandra, Chelsea Islan, Nur Fazura, Pandji Pragiwaksono, Arie Untung, Bront Palarae, Dewi Irawan|Now a lecturer in Edinburgh, Fahri tries to begin a new chapter as the love of his life, Aisha, volunteers in the Gaza Strip. Have they moved on?
81026343|tt7486356|Movie|Mr. Chandramouli|2018|5.2|192|Dramas, International Movies, Thrillers|TV-MA|131||Thiru|October 18, 2018|India|Karthik, Gautam Karthik, Regina Cassandra, Varalakshmi Sarathkumar, Santhosh Prathap, Mime Gopi, J. Mahendran, Viji Chandrasekhar|When the lives of a carefree boxer and his cabdriver dad collide with the ambitions of a ruthless businessman, a search for answers turns to revenge.
80208635||Movie|El Viaje: Márama y Rombai|2016|||Children & Family Movies, Documentaries, International Movies|TV-PG|79||Federico Lemos|October 18, 2017|||Popular South American bands Márama and Rombai share footage of behind-the-scenes antics and discuss their sudden rise to stardom.
70125931||Movie|The Karate Kid|2010|||Children & Family Movies, Dramas|PG|140||Harald Zwart|October 17, 2019|United States, China|Jaden Smith, Jackie Chan, Taraji P. Henson, Wenwen Han, Yu Rongguang, Zhensu Wu, Zhiheng Wang, Zhenwei Wang, Shijia Lü, Yi Zhao|After moving to Beijing with his mother, Dre falls prey to a bully, so he takes lessons from a martial arts master in this remake of the 1984 classic.
80222326|tt9184592|TV Show|THE UNLISTED|2019|6.4|522|Kids' TV, TV Thrillers|TV-PG||1||October 17, 2019|Australia|Vrund Rao, Ved Rao, Abigail Adriano, Miah Madden, Jean Hinchliffe, Nya Cofie, Saba Zaidi Abdi, Nicholas Brown, Virginie Laverdure, Avishma Lohith, Zenia Starr, Suzi Dougherty, Aria Ferris, Danny Kim, Annabel Wolfe|When they learn of a secret plot to track and control kids, identical twins Dru and Kal team up with a band of runaway rebels to take back their world.
70235768||Movie|My Babysitter's a Vampire: The Movie|2010|||Children & Family Movies, Comedies|TV-PG|80||Bruce McDonald|October 17, 2018|Canada|Matthew Knight, Vanessa Morgan, Atticus Mitchell, Cameron Kennedy, Kate Todd, Joe Dinicol, Ella Jonas Farlinger, Ari Cohen, Laura de Carteret, Hrant Alianak|When their parents head out for the evening, Ethan and his little sister get the babysitter of their nightmares: a fledgling vampire named Sarah.
80177406|tt7026230|Movie|Patton Oswalt: Annihilation|2017|7.2|2138|Stand-Up Comedy|TV-MA|66||Bobcat Goldthwait|October 17, 2017|United States|Patton Oswalt|By turns scathing and candid, Patton Oswalt reflects on the glut of comic material in the Trump era and the dark days following a personal tragedy.
81077044|tt5679572|TV Show|Another Miss Oh|2016|7.9|1253|International TV Shows, Korean TV Shows, Romantic TV Shows|TV-14||1||October 16, 2019|South Korea|Seo Hyun-jin, Eric Moon, Jeon Hye-bin, Ye Ji-won, Kim Ji-seok, Lee Jae-yoon, Lee Han-wi, Kim Mee-kyeong, Oh Man-seok, Lee Pil-mo|A sound director who suddenly starts getting visions of someone else’s future gets mired in the lives of two women, who happen to share the same name.
81081656|tt9671828|Movie|Ghosts of Sugar Land|2019|5.5|1156|Documentaries|TV-MA|22||Bassam Tariq|October 16, 2019|United States||Shocked when their friend embraces extremism, a group of Muslim Americans in Texas recount their time with him and theories about his fate.
81187847|tt1113103|Movie|League of Legends Origins|2019|6.5|775|Documentaries|TV-MA|78||Leslie Iwerks|October 16, 2019|United States||"Fans, experts and creators of the ""League of Legends"" detail the game’s rise from free demo to global esports titan."
81053240|tt1092706|Movie|Park Na-rae: Glamour Warning|2019|4.9|50|Stand-Up Comedy|TV-MA|63||Kim Joo-hyung|October 16, 2019|South Korea|Park Na-rae|Korea’s beloved comedian and favorite big sister figure talks sex, relationships and celebrity life. And she’s sassier and dirtier than ever before.
81167011|tt4984004|TV Show|Second 20s|2015|7.7|248|International TV Shows, Korean TV Shows, Romantic TV Shows|TV-14||1||October 16, 2019|South Korea|Choi Ji-woo, Lee Sang-yun, Choi Won-young, Kim Min-jae, Son Na-eun, Jung Soo-young, Choi Yoon-so, Park Hyo-ju|Facing major changes, a mother realizes it's time to live for herself and decides to enroll in college, where she finds her dream as well as new love.
80043834|tt2752772|Movie|Sinister 2|2015|5.3|48393|Horror Movies|R|97||Ciarán Foy|October 16, 2019|United States, United Kingdom|Shannyn Sossamon, John Beasley, James Ransone, Tate Ellington, Robert Daniel Sloan, Dartanian Sloan, Lucas Jade Zumann, Lea Coco|A single mother and her twin sons move into a rural house, unaware of its history of being inhabited by an evil spirit that preys upon young children.
81157840|tt7455754|Movie|The Game Changers|2018|7.9|15743|Documentaries, Sports Movies|TV-MA|86||Louie Psihoyos|October 16, 2019|United States|Arnold Schwarzenegger, Lewis Hamilton, James Wilks, Patrik Baboumian, Scott Jurek, Nimai Delgado, Morgan Mitchell, Rip Esselstyn, Dotsie Bausch, Damien Mander, Michael Thomas, Dr. Dean Ornish, David Goldman|Special Forces trainer James Wilks asks elite athletes to compare the merits of meat, protein and plants for building strength. Spoiler: plants win.
80244900|tt9060534|Movie|Ron White: If You Quit Listening, I'll Shut Up|2018|6.5|711|Stand-Up Comedy|TV-MA|63||Tom Forrest|October 16, 2018|United States|Ron White|Ron “Tater Salad” White dishes out his signature brand of cynicism, riffing on sex, celebrity and the sinister habits of wild geese.
80211134|tt4906960|Movie|Baadshaho|2017|4.9|4307|Action & Adventure, International Movies|TV-14|135||Milan Luthria|October 16, 2017|India|Ajay Devgn, Emraan Hashmi, Vidyut Jamwal, Ileana D'Cruz, Esha Gupta, Sanjay Mishra, Sunny Leone, Sharad Kelkar, Priyanshu Chatterjee, Denzil Smith|In 1975, during the government-declared Emergency, thief Bhawani and his crew plan a daring robbery to reclaim his royal lover's seized treasures.
70271601|tt2218003|Movie|Closed Circuit|2013|6.2|21583|Dramas, Thrillers|R|96||John Crowley|October 16, 2017|United Kingdom, United States|Eric Bana, Rebecca Hall, Ciarán Hinds, Riz Ahmed, Anne-Marie Duff, Kenneth Cranham, Julia Stiles, Jim Broadbent, Denis Moschitto, Barbora Bobulova, Jemma Powell|Martin and Claudia, top-flight lawyers who happen to be former lovers, become targets when they're teamed up to defend a notorious terrorist.
80136786|tt7851350|TV Show|Footprints in the Sand|2011|||International TV Shows, TV Dramas|TV-14||1||October 16, 2017|United States|Yenn Teoh, Leslie Chai, Elvis Chin, Candy Ice, Jacky Kam, Jordan Voon, Alvin Wong|Familial bonds strain as dramas concerning love, greed, business and generosity simmer across generations.
80136788|tt0958831|TV Show|In Laws|2016|7.2|32|International TV Shows, Romantic TV Shows, TV Dramas|TV-PG||1||October 16, 2017||Kelvin Leong, Remon Lim, Loo Aye Keng, Lawrence Wong, Frederick Lee, Danielle Dai, Joey Leong|Once domineered by her own mother, a well-meaning matriarch has trouble being lax with her children, especially when her daughter-in-law moves in.
80136787|tt1078697|TV Show|La Femme|2016|||International TV Shows, TV Dramas|TV-14||1||October 16, 2017||Zoe Tay, Ann Kok, Tiffany Leong, Tay Ping Hui, Yao Wenlong, Shaun Chen, Paige Chua, Nat Ho, Desmond Sim|Personal desires guide the lives of a marriage-averse entrepreneur, a housewife coping with infidelity and a career woman who leaves her spouse.
80136454|tt0323033|TV Show|Laws of Attraction|2012|5.9|22135|International TV Shows, Romantic TV Shows, TV Comedies|TV-14||1||October 16, 2017||Wayne Chua, Frederick Lee, Steve Yap, Tiffany Leong, Aenie Wong, Kyo Chen, Angie Seow|Four couples – a speed-dating pair, a husband and wife, a man living with an older woman and co-workers with opposite views – weather ups and downs.
80204433|tt5697870|Movie|Lucknow Central|2017|6.2|2605|Dramas, International Movies, Music & Musicals|TV-14|144||Ranjit Tiwari|October 16, 2017|India|Farhan Akhtar, Diana Penty, Ronit Roy, Gippy Grewal, Deepak Dobriyal, Inaamulhaq, Rajesh Sharma|After being arrested for a crime he didn't commit, an aspiring musician teams up with some of his inmates at Lucknow Central to form a band.
80089199||Movie|A Family Affair|2015|||Documentaries, International Movies|TV-PG|111||Tom Fassaert|October 16, 2016|Netherlands, Denmark, South Africa|Tom Fassaert|The filmmaker hunts for the missing puzzle pieces of his family history during a visit with a complex and controversial figure: his grandmother.
80043049|tt5087554|Movie|Anthony Jeselnik: Thoughts and Prayers|2015|7.8|4388|Stand-Up Comedy|TV-MA|59||Adam Dubin|October 16, 2015|United States|Anthony Jeselnik|There's no subject too dark as the comedian skewers taboos and riffs on national tragedies before pulling back the curtain on his provocative style.
80044545|tt1365050|Movie|Beasts of No Nation|2015|7.7|73491|Dramas, Independent Movies|NR|137||Cary Joji Fukunaga|October 16, 2015|United States|"Idris Elba, Abraham Attah, Kurt Egyiawan, Jude Akuwudike, Emmanuel ""King Kong"" Nii Adom Quaye, Ama K. Abebrese, Kobina Amissah Sam, Francis Weddey, Richard Pepple"|When civil war tears his family apart, a young West African boy is forced to join a unit of mercenary fighters and transform into a child soldier.
80070182|tt3118452|Movie|Circle|2015|6.0|44011|Dramas, Independent Movies, Sci-Fi & Fantasy|NR|86||Aaron Hann, Mario Miscione|October 16, 2015|United States|Julie Benz, Mercy Malick, Carter Jenkins, Molly Jackson, Michael Nardelli, Sara Sanderson, Kevin Sheridan, Cesar Garcia, Lisa Pelikan, Zachary James Rukavina, Lawrence Kao, Jordi Vilasuso, Kaiwi Lyman-Mersereau, Michael McLafferty, Allegra Masters, Autumn Federici, John Edward Lee, Matt Corboy|When a group of strangers is seized and awaits execution, they face the impossible task of choosing the one person among them worthy of being spared.
80176234|tt3565486|TV Show|Black Money Love|2014|7.3|4761|Crime TV Shows, International TV Shows, TV Dramas|TV-MA||1|Ahmet Katıksız|October 15, 2019|Turkey|Güler Ökten, Hazal Türesan, İlkin Tüfekçi, Bedia Ener, Erkan Can, Öykü Karayel, Emre Kızılırmak, Bestemsu Özdemir, Engin Akyürek, Burak Tamdoğan, Saygın Soysal, Tuba Büyüküstün, Ali Yörenç, Ahmet Tansu Taşanlar, Elif İnci|After a cop's fiancée and a jewelry designer's father are found dead together, the two bereaved ones face a perilous aftermath of a theft gone wrong.
80992769|tt1901024|Movie|Dark Crimes|2016|4.8|14232|Dramas, Thrillers|R|93||Alexandros Avranas|October 15, 2019|United Kingdom, Poland, United States|Jim Carrey, Marton Csokas, Charlotte Gainsbourg, Agata Kulesza, Kati Outinen, Zbigniew Zamachowski, Danuta Kowalska, Vlad Ivanov, Robert Więckiewicz, Piotr Głowacki|A detective on a cold murder case discovers that a famous writer’s latest novel contains details chillingly similar to the crime he’s investigating.
81191228||Movie|Homeland|2019|||Dramas, Independent Movies, International Movies|TV-PG|73||Anindya Chatterjee|October 15, 2019||Parambrata Chatterjee, Ani Hovhannisyan, Jonathan Dumontier, Varzu, Sylvie de Neef, Prakashchandra Roy, Nicolas Pierson, Anahit Simonyan|Determined to trace her ancestral history, an Armenian woman travels to a French village, where she befriends a kind man and, better yet, finds herself.
81154549|tt1122900|TV Show|Magical Andes|2019|7.9|270|Docuseries, International TV Shows, Science & Nature TV|TV-G||1||October 15, 2019|||From Argentina to Colombia, this stunning documentary follows five characters who share their deep connection to South America's majestic mountains.
81192594|tt8022978|TV Show|Power Rangers Beast Morphers|2019|6.9|347|Kids' TV|TV-Y7-FV||1||October 15, 2019|United States|Rorrie D. Travis, Jazz Baduwalia, Jacqueline Scislowski, Abraham Rodríguez, Teuila Blakely, Kristina Ho, Cosme Flores, Kevin Copeland|A new breed of secret agents must stop a ruthless computer virus and its minions from stealing the unlimited clean energy source that created them.
81006356|tt9067286|TV Show|Devlok with Devdutt Pattanaik|2017|7.9|108|International TV Shows|TV-PG||1||October 15, 2018|India|Rasika Dugal, Devdutt Pattanaik|Through chats with host Rasika Dugal, mythologist Devdutt Pattanaik explores the meaning and modern-day relevance of Indian folklore and philosophy.
81025935|tt6791638|Movie|Meghnadbodh Rohoshyo|2017|6.3|431|Dramas, International Movies|TV-14|150||Anik Datta|October 15, 2018|India|Barun Chanda, Sabyasachi Chakraborty|A professor mysteriously vanishes, leaving behind a host of suspects, a shadowy history and a clue: the anonymous birthday gift of a Bengali classic.
81020508|tt6452574|Movie|Sanju|2018|7.7|47208|Dramas, International Movies|TV-MA|159||Rajkumar Hirani|October 15, 2018|India|Ranbir Kapoor, Vicky Kaushal, Paresh Rawal, Sonam Kapoor, Dia Mirza, Jim Sarbh, Anushka Sharma, Manisha Koirala, Boman Irani|From the depths of addiction to the heights of stardom to underworld entanglements, this biopic traces the checkered past of Indian actor Sanjay Dutt.
80241004|tt9011114|TV Show|Stunt Science|2018|4.9|37|British TV Shows, International TV Shows, Reality TV|TV-MA||1||October 15, 2018|United Kingdom||When it comes to daring stunts and outrageous pranks, we often wonder: What were they thinking? This high-octane series tries to find some answers.
80201824|tt5780570|Movie|A Scandall|2016|3.1|136|International Movies, Thrillers|TV-MA|108||Ishaan Trivedi|October 15, 2017|India|Johnny Baweja, Reeth Mazumder, Manav Kaul, Tanvi Vyas, Puru Chibber, Vasundhara Kaul, Aayam Mehta, Niraj Sah|A film school graduate is interested in making a movie about his girlfriend's uncle, who claims that he can see his long-dead daughter.
80203782|tt4760900|Movie|Aisa Yeh Jahaan|2015|6.5|51|Dramas, Independent Movies, International Movies|TV-14|127||Biswajeet Bora|October 15, 2017|India|Palash Sen, Ira Dubey, Yashpal Sharma, Tinnu Anand, Prisha Dabbas, Kymsleen Kholie, Satish Sharma|During a vacation with her parents, away from her concrete urban existence, a young girl learns to appreciate the joys of connecting with nature.
80201829|tt2912578|Movie|Ankur Arora Murder Case|2013|6.5|1715|Dramas, International Movies, Thrillers|TV-14|127||Sohail Tatari|October 15, 2017|India|Kay Kay Menon, Tisca Chopra, Arjun Mathur, Paoli Dam, Vishakha Singh, Manish Chaudhary, Vishesh Tiwari, Harsh Chhaya|A young medical intern sets out to fight for justice after the negligence of the surgeon he looked up to ends in tragedy.
80126016|tt4930242|Movie|Belief: The Possession of Janet Moses|2015|5.7|567|Documentaries, International Movies|TV-MA|90||David Stubbs|October 15, 2017|New Zealand|Kura Forrester, William Davis, Tina Cook, Hariata Moriarty|This documentary tries to reconstruct, through a series of interviews, a family's misguided attempt to heal a woman's pain through exorcism.
80202089||Movie|Calendar Girls|2015|||Dramas, International Movies|TV-14|126||Madhur Bhandarkar|October 15, 2017|India|Akanksha Puri, Avani Modi, Kyra Dutt, Ruhi Singh, Satarupa Pyne, Mita Vashisht, Keith Sequeira, Deepak Wadhwa, Indraneil Sengupta, Vikram Sakhalkar|Five calendar models try to navigate the twists and turns thrown in their path by the seductive and ruthless world of glamour.
